paper_id,document_id,document_role,cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_type,model_evidence_type,marker_polarity,model_marker_polarity,candidate_class,source_locator,source_context,review_status,exclusion_reason,guardrail_reason,notes
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,astrocytes,posterior,mouse,false,Hoxd4,author_declared,,positive,,formal_candidate,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,astrocytes,anterior,mouse,false,Otx2,author_declared,,positive,,formal_candidate,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,spinal cord interneurons,,mouse,false,Gad1,author_declared,,positive,,formal_candidate,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,spinal cord interneurons,,mouse,false,Hoxb4,author_declared,,positive,,formal_candidate,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,spinal cord interneurons,,mouse,false,Hoxd4,author_declared,,positive,,formal_candidate,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,spinal cord interneurons,,mouse,false,Otx2,author_declared,,positive,,formal_candidate,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,spinal cord interneurons,,mouse,false,Slc17a6,author_declared,,positive,,formal_candidate,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,spinal cord interneurons,,mouse,false,Slc32a1,author_declared,,positive,,formal_candidate,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,ciliated nodal cells,,mouse,false,Foxj1,annotation_marker,,positive,,formal_candidate,"Results, Posterior embryo during somitogenesis",we identify a few cells that strongly express Foxj1 ... These ciliated nodal cells,pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,mesodermal progenitors,,mouse,false,Tbx6,annotation_marker,,positive,,formal_candidate,"Results, Posterior embryo during somitogenesis",initially annotated as ... mesodermal progenitors (Tbx6+),pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Ciliated nodal cells,,mouse,false,Foxj1,figure_labeled,,positive,,formal_candidate,Fig. 2h legend,coloured by marker gene expression for notochord or ciliated nodal cells (Foxj1+).,pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,collecting duct intercalated cells,,mouse,false,Atp6v1b1,figure_labeled,,positive,,formal_candidate,"Article figure legend preceding Extended Data Fig. 6, panel g",marker genes specific to CD-IC (Atp6v1b1 +),pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,deep-layer neurons,,unknown,false,Bcl11b,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... deep-layer neurons (Tbr1+, Bcl11b+, Fezf2+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,deep-layer neurons,,unknown,false,Fezf2,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... deep-layer neurons (Tbr1+, Bcl11b+, Fezf2+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,deep-layer neurons,,unknown,false,Tbr1,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... deep-layer neurons (Tbr1+, Bcl11b+, Fezf2+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,intermediate neuronal progenitors,,unknown,false,Eomes,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to intermediate neuronal progenitors (Eomes+, Pax6+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,intermediate neuronal progenitors,,unknown,false,Pax6,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to intermediate neuronal progenitors (Eomes+, Pax6+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,lung mesenchyme,,mouse,false,Tbx4,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 6 legend, panel a","marker genes which appear specific to lung mesenchyme (Tbx5 +, Tbx4 +)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,lung mesenchyme,,mouse,false,Tbx5,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 6 legend, panel a","marker genes which appear specific to lung mesenchyme (Tbx5 +, Tbx4 +)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,podocytes,,mouse,false,Nphs1,figure_labeled,,positive,,formal_candidate,"Article figure legend preceding Extended Data Fig. 6, panel c","colored by expression of marker genes which appear specific to podocytes (Nphs1 +, Nphs2 +)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,podocytes,,mouse,false,Nphs2,figure_labeled,,positive,,formal_candidate,"Article figure legend preceding Extended Data Fig. 6, panel c","colored by expression of marker genes which appear specific to podocytes (Nphs1 +, Nphs2 +)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,retinal progenitor cells RPCs,RPCs,mouse,false,Fgf15,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 9 legend, panel e","markers of retinal progenitor cells RPCs (Pax2 +, Pax6 +, Rax +, Fgf15 +)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,retinal progenitor cells RPCs,RPCs,mouse,false,Pax2,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 9 legend, panel e","markers of retinal progenitor cells RPCs (Pax2 +, Pax6 +, Rax +, Fgf15 +)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,retinal progenitor cells RPCs,RPCs,mouse,false,Pax6,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 9 legend, panel e","markers of retinal progenitor cells RPCs (Pax2 +, Pax6 +, Rax +, Fgf15 +)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,retinal progenitor cells RPCs,RPCs,mouse,false,Rax,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 9 legend, panel e","markers of retinal progenitor cells RPCs (Pax2 +, Pax6 +, Rax +, Fgf15 +)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,subplate neurons,,unknown,false,Chrna5,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,subplate neurons,,unknown,false,Foxp2,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,subplate neurons,,unknown,false,Kcnab1,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,subplate neurons,,unknown,false,Syt6,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,upper-layer neurons,,unknown,false,Pou3f2,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... upper-layer neurons (Satb2+, Pou3f2+, Pou3f3+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,upper-layer neurons,,unknown,false,Pou3f3,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... upper-layer neurons (Satb2+, Pou3f2+, Pou3f3+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,upper-layer neurons,,unknown,false,Satb2,figure_labeled,,positive,,formal_candidate,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... upper-layer neurons (Satb2+, Pou3f2+, Pou3f3+)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,ureteric bud tip,,mouse,false,Etv5,figure_labeled,,positive,,formal_candidate,"Article figure legend preceding Extended Data Fig. 6, panel e","marker genes which appear specific to the ureteric bud tip (Wnt11 +, Ret +, Etv5 +)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,ureteric bud tip,,mouse,false,Ret,figure_labeled,,positive,,formal_candidate,"Article figure legend preceding Extended Data Fig. 6, panel e","marker genes which appear specific to the ureteric bud tip (Wnt11 +, Ret +, Etv5 +)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,ureteric bud tip,,mouse,false,Wnt11,figure_labeled,,positive,,formal_candidate,"Article figure legend preceding Extended Data Fig. 6, panel e","marker genes which appear specific to the ureteric bud tip (Wnt11 +, Ret +, Etv5 +)",pending,,,
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,A-IC,type A intercalated cells,mouse,false,Kit,cluster_enriched,figure_labeled,positive,,context_only,"Article figure legend preceding Extended Data Fig. 6, panel g","A-IC (Kit +, Slc4a1 +)",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,A-IC,type A intercalated cells,mouse,false,Slc4a1,cluster_enriched,figure_labeled,positive,,context_only,"Article figure legend preceding Extended Data Fig. 6, panel g","A-IC (Kit +, Slc4a1 +)",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Adipocyte cells,Cyp2e1+,mouse,false,Cyp2e1,cluster_enriched,annotation_marker,positive,,context_only,Fig.6d cell type label,Adipocyte cells (Cyp2e1+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Adipocyte cells (Cyp2e1+),,mouse,false,Cyp2e1,cluster_enriched,annotation_marker,positive,,context_only,"Fig.5g legend, node 244",244 - Adipocyte cells (Cyp2e1+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Anterior intermediate mesoderm,,mouse,false,Ret,cluster_enriched,annotation_marker,positive,,context_only,"Results, 'Intermediate and lateral plate mesoderm' section, Fig. 3b legend","In late gastrulation, posterior (Gdnf+) and anterior (Ret+) intermediate mesoderm...",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,B-IC,type B intercalated cells,mouse,false,Slc26a4,cluster_enriched,figure_labeled,positive,,context_only,"Article figure legend preceding Extended Data Fig. 6, panel g",B-IC (Slc26a4 +),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Border-associated macrophages (Ms4a8a+),,mouse,false,Ms4a8a,cluster_enriched,annotation_marker,positive,,context_only,"Fig.5g legend, node 186",186 - Border-associated macrophages (Ms4a8a+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Chondrocytes,Atp1a2+,mouse,false,Atp1a2,cluster_enriched,annotation_marker,positive,,context_only,Fig.6d cell type label,Chondrocytes (Atp1a2+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Chondrocytes,Otor+,mouse,false,Otor,cluster_enriched,annotation_marker,positive,,context_only,Fig.6d cell type label,Chondrocytes (Otor+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Chondrocytes (Atp1a2+),,mouse,false,Atp1a2,cluster_enriched,annotation_marker,positive,,context_only,"Fig.5g legend, node 256",256 - Chondrocytes (Atp1a2+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Chondrocytes (Otor+),,mouse,false,Otor,cluster_enriched,annotation_marker,positive,,context_only,"Fig.5g legend, node 257",257 - Chondrocytes (Otor+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Cortical Interneurons (Prox1+),,mouse,false,Prox1,cluster_enriched,annotation_marker,positive,,context_only,"Fig.5g legend, node 243",243 - Cortical Interneurons (Prox1+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Definitive early erythroblasts,Cd36-,mouse,false,Cd36,cluster_enriched,annotation_marker,unknown,negative,context_only,Fig.6d cell type label,Definitive early erythroblasts (Cd36–),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Definitive early erythroblasts (Cd36–),,mouse,false,Cd36,cluster_enriched,annotation_marker,unknown,negative,context_only,"Fig.5g legend, node 188",188 - Definitive early erythroblasts (Cd36–),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Definitive erythroblasts,Cd36+,mouse,false,Cd36,cluster_enriched,annotation_marker,positive,,context_only,Fig.6d cell type label,Definitive erythroblasts (Cd36+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Definitive erythroblasts (Cd36+),,mouse,false,Cd36,cluster_enriched,annotation_marker,positive,,context_only,"Fig.5g legend, node 189",189 - Definitive erythroblasts (Cd36+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Foregut mesenchyme,,mouse,false,Barx1,cluster_enriched,annotation_marker,positive,,context_only,"Results, 'Lateral plate mesoderm' section, Extended Data Fig. 8c","hepatic and foregut mesenchyme are distinguished both from one another as well as from their inferred progenitors by Gata4 and Barx1 expression, respectively.",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Haematopoietic stem cells,Cd34+,mouse,false,Cd34,cluster_enriched,annotation_marker,positive,,context_only,Fig.6d cell type label,Haematopoietic stem cells (Cd34+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Haematopoietic stem cells,Mpo+,mouse,false,Mpo,cluster_enriched,annotation_marker,positive,,context_only,Fig.6d cell type label,Haematopoietic stem cells (Mpo+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Haematopoietic stem cells (Cd34+),,mouse,false,Cd34,cluster_enriched,annotation_marker,positive,,context_only,"Fig.5g legend, node 166; Fig.5a legend",166 - Haematopoietic stem cells (Cd34+); Cd34+ HSCs,excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Haematopoietic stem cells (Mpo+),,mouse,false,Mpo,cluster_enriched,annotation_marker,positive,,context_only,"Fig.5g legend, node 167; Fig.5a legend",167 - Haematopoietic stem cells (Mpo+); Mpo+ HSCs,excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1038_s41586-024-07069-w,DOI_10.1038_s41586-024-07069-w,primary,Hepatic mesenchyme,,mouse,false,Gata4,cluster_enriched,annotation_marker,positive,,context_only,"Results, 'Lateral plate mesoderm' section, Extended Data Fig. 8c","hepatic and foregut mesenchyme are distinguished both from one another as well as from their inferred progenitors by Gata4 and Barx1 expression, respectively.",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
