paper_id,document_id,document_role,cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_type,model_evidence_type,marker_polarity,model_marker_polarity,candidate_class,source_locator,source_context,review_status,exclusion_reason,guardrail_reason,notes
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,prostate secretory luminal cells,,human,false,ACPP,cluster_enriched,figure_labeled,positive,,context_only,Fig.2B legend,"ACPP (in red, labels prostate secretory luminal cells)",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,prostate secretory luminal cells,,mouse,false,Dpp4,cluster_enriched,annotation_marker,positive,,context_only,Results 3.3 / Methods 2.4,prostate secretory luminal (CD26+),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,prostate secretory luminal cells,,mouse,false,Nkx3.1,cluster_enriched,figure_labeled,positive,,context_only,Fig.2A legend,"NKX3.1 (in red, labels prostate secretory luminal cells)",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,seminal vesicle and ejaculatory duct luminal cells,SV/ED,mouse,false,Prom1,cluster_enriched,,positive,,context_only,Results 3.2,proposed progenitor cell markers such as CD133 (Prom1) are enriched in luminal cells of the seminal vesicle and ejaculatory ducts,excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,seminal vesicle and ejaculatory duct luminal cells,SV/ED,mouse,false,Svs2,cluster_enriched,annotation_marker,positive,,context_only,Results 3.1,"Given the enrichment of the seminal vesicle-specific gene Svs2, we labeled one of the urethral clusters as seminal vesicle and ejaculatory duct luminal cells",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,stromal cells,,mouse,false,CD326,cluster_enriched,annotation_marker,unknown,negative,context_only,Results 3.3 / Methods 2.4,stroma (CD45-/CD326-),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,stromal cells,,mouse,false,CD45,cluster_enriched,annotation_marker,unknown,negative,context_only,Results 3.3 / Methods 2.4,stroma (CD45-/CD326-),excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown,缺少作者 marker/注释措辞，降级为表达或富集上下文; 缺少阴性/缺失表达措辞，极性降为 unknown
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,urethral luminal cells,,mouse,false,KRT4,cluster_enriched,author_declared,positive,,context_only,Abstract,"previously identified facultative progenitors marked by Trop2, Sca-1, KRT4, and PSCA are actually luminal epithelial cells of the urethra",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,urethral luminal cells,,mouse,false,Krt19,cluster_enriched,,positive,,context_only,Results 3.2,Krt19 expression ... is highly enriched in urethral luminal epithelia,excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,urethral luminal cells,,mouse,false,PSCA,cluster_enriched,author_declared,positive,,context_only,Abstract,"previously identified facultative progenitors marked by Trop2, Sca-1, KRT4, and PSCA are actually luminal epithelial cells of the urethra",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,urethral luminal cells,,mouse,false,Sca-1,cluster_enriched,author_declared,positive,,context_only,Abstract,"previously identified facultative progenitors marked by Trop2, Sca-1, KRT4, and PSCA are actually luminal epithelial cells of the urethra",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,urethral luminal cells,,mouse,false,Trop2,cluster_enriched,author_declared,positive,,context_only,Abstract,"previously identified facultative progenitors marked by Trop2, Sca-1, KRT4, and PSCA are actually luminal epithelial cells of the urethra",excluded_by_rule,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文,缺少作者 marker/注释措辞，降级为表达或富集上下文
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,basal epithelial cells,,mouse,false,CD49f,reference_imported,,positive,,context_only,Results 3.2,Antibodies to CD49f and Sca-1 are commonly used to isolate prostate basal (CD49fhi/Sca-1hi),excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,basal epithelial cells,,mouse,false,Sca-1,reference_imported,,positive,,context_only,Results 3.2,Antibodies to CD49f and Sca-1 are commonly used to isolate prostate basal (CD49fhi/Sca-1hi),excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,intermediate cells,basal-to-luminal transitioning,mouse,false,KRT5,reference_imported,,positive,,context_only,Results 3.2,KRT5+/KRT8+ intermediate cells transitioning from basal to luminal,excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,intermediate cells,basal-to-luminal transitioning,mouse,false,KRT8,reference_imported,,positive,,context_only,Results 3.2,KRT5+/KRT8+ intermediate cells transitioning from basal to luminal,excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,luminal epithelial cells,dorsolateral prostate (DLP),mouse,false,Msmb,reference_imported,,positive,,context_only,Results 3.1,"lobe-specific gene expression of Msmb (dorsolateral, DLP)",excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,luminal epithelial cells,ventral prostate (VP),mouse,false,Sbp,reference_imported,,positive,,context_only,Results 3.1,"lobe-specific gene expression of Sbp (ventral, VP)",excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,luminal epithelial cells,anterior prostate (AP),mouse,false,Tgm4,reference_imported,,positive,,context_only,Results 3.1,"lobe-specific gene expression of Tgm4 (anterior, AP)",excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,neuroendocrine cells,,mouse,false,CGRP,reference_imported,,positive,,context_only,Results 3.1,neuroendocrine epithelia ... can be identified using known markers such as CGRP and CHGA,excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,neuroendocrine cells,,mouse,false,CHGA,reference_imported,,positive,,context_only,Results 3.1,neuroendocrine epithelia ... can be identified using known markers such as CGRP and CHGA,excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,prostate secretory luminal cells,,mouse,false,CD49f,reference_imported,,positive,,context_only,Results 3.2,Antibodies to CD49f and Sca-1 are commonly used to isolate prostate luminal (CD49flo/Sca-1lo) epithelia,excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,prostate secretory luminal cells,,mouse,false,Sca-1,reference_imported,,positive,,context_only,Results 3.2,Antibodies to CD49f and Sca-1 are commonly used to isolate prostate luminal (CD49flo/Sca-1lo) epithelia,excluded_by_rule,非正式 marker 证据；仅保留上下文,,
DOI_10.1002_pros.24020,DOI_10.1002_pros.24020,primary,urethral luminal cells,,mouse,false,LY6D,reference_imported,,positive,,context_only,Results 3.2,"According to previous studies, prostate epithelia ... display markers such as Sca-1 (LY6A), Trop2 (TACSTD2), LY6D, and KRT4",excluded_by_rule,非正式 marker 证据；仅保留上下文,,
