paper_id,task_no,paper_status,cell_type,subtype,species,in_project_scope,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,citation_match_score,citation_verified,decision,reason
DOI_10.1016_j.celrep.2018.11.086,25,corrected,luminal epithelia,,human,false,CD26,DPP4,alias_resolved,annotation_marker,positive,"Results: Bulk Sequencing..., p.3531; Introduction; Discussion",CD26+ luminal epithelia are marked by familiar DEGs...; Luminal (CD26+) and basal (CD271+) epithelial transcriptomes; The initial gating of LE with CD26 yielded a surprisingly low purity at 57%.,0.8333,True,exclude,luminal epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,luminal epithelia,,human,false,KLK3,KLK3,exact,annotation_marker,positive,"Results: Bulk Sequencing..., p.3531; Results: Identification and Isolation of Epithelial Cell Subtypes, p.3537",The CD26+ luminal epithelia are marked by familiar DEGs such as KLK3...; luminal KLK3+,1.0,True,exclude,luminal epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,luminal epithelia,,human,false,ACPP,ACPP,exact,cluster_enriched,positive,"Results: Bulk Sequencing..., p.3531","The CD26+ luminal epithelia are marked by familiar DEGs such as KLK3, ACPP, MSMB...",1.0,True,exclude,luminal epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,luminal epithelia,,human,false,MSMB,MSMB,exact,cluster_enriched,positive,"Results: Bulk Sequencing..., p.3531","The CD26+ luminal epithelia are marked by familiar DEGs such as KLK3, ACPP, MSMB...",1.0,True,exclude,luminal epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,luminal epithelia,,human,false,GP2,GP2,exact,cluster_enriched,positive,"Results: Bulk Sequencing..., p.3531","The CD26+ luminal epithelia are marked by familiar DEGs such as KLK3, ACPP, MSMB, as well as lesser-known genes, including GP2, NEFH, and NPY.",1.0,True,exclude,luminal epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,luminal epithelia,,human,false,NEFH,NEFH,exact,cluster_enriched,positive,"Results: Bulk Sequencing..., p.3531","The CD26+ luminal epithelia are marked by familiar DEGs such as KLK3, ACPP, MSMB, as well as lesser-known genes, including GP2, NEFH, and NPY.",1.0,True,exclude,luminal epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,luminal epithelia,,human,false,NPY,NPY,exact,cluster_enriched,positive,"Results: Bulk Sequencing..., p.3531","The CD26+ luminal epithelia are marked by familiar DEGs such as KLK3, ACPP, MSMB, as well as lesser-known genes, including GP2, NEFH, and NPY.",1.0,True,exclude,luminal epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,luminal epithelia,,human,false,DHRS7,DHRS7,exact,annotation_marker,positive,"Results: Identification and Isolation of Epithelial Cell Subtypes, p.3537; Figure 4F",DHRS7 was an undiscovered gene detected in KLK3+ LE and marks a portion of KRT18+ LE.,0.8889,True,exclude,luminal epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,luminal epithelia,,human,false,PSCA,PSCA,exact,author_declared,positive,"Results: Single-Cell Sequencing..., p.3534",PSCA was identified as a potential cell surface marker of both OE cell types (as well as a subpopulation of LE),0.9091,True,exclude,luminal epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,Epithelial cells (pan-epithelia),,human,false,CD326,EPCAM,alias_resolved,annotation_marker,positive,Introduction; Results: Bulk Sequencing...,CD326 (pan-epithelia),1.0,True,exclude,pan-epithelial marker 不属于神经内分泌细胞范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,Leukocytes (pan-leukocyte),,human,false,CD45,PTPRC,alias_resolved,annotation_marker,positive,Introduction,CD45 (pan-leukocyte),1.0,True,exclude,pan-leukocyte marker 不属于神经内分泌细胞范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,Endothelial cells,,human,false,CD31,PECAM1,alias_resolved,annotation_marker,positive,"Results: Single-Cell Sequencing..., p.3534",CD31 is an inefficient endothelial marker in human prostate,0.8333,True,exclude,endothelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,Stromal cells,,human,false,CD326,EPCAM,alias_resolved,annotation_marker,negative,Introduction,"The stromal gate includes all cells negative for CD326 (pan-epithelia), CD45 (pan-leukocyte), and CD31 (endothelia).",1.0,True,exclude,stromal gate 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,Stromal cells,,human,false,CD45,PTPRC,alias_resolved,annotation_marker,negative,Introduction,"The stromal gate includes all cells negative for CD326 (pan-epithelia), CD45 (pan-leukocyte), and CD31 (endothelia).",1.0,True,exclude,stromal gate 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,Stromal cells,,human,false,CD31,PECAM1,alias_resolved,annotation_marker,negative,Introduction,"The stromal gate includes all cells negative for CD326 (pan-epithelia), CD45 (pan-leukocyte), and CD31 (endothelia).",1.0,True,exclude,stromal gate 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,club epithelia (OE1),OE1,human,false,SCGB1A1,SCGB1A1,exact,annotation_marker,positive,"Results: Identification and Isolation of Epithelial Cell Subtypes, p.3537; Figure 4F",DEGs of each cluster confirm four epithelial cell types (... OE1 SCGB1A1+...); SCGB1A1 positively marks a small population of KRT5- luminal-like prostate epithelia.,0.8824,True,exclude,club epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,club epithelia (OE1),OE1,human,false,PSCA,PSCA,exact,author_declared,positive,"Results: Single-Cell Sequencing..., p.3534",PSCA was identified as a potential cell surface marker of both OE cell types,0.875,True,exclude,club epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,hillock epithelia (OE2),OE2,human,false,KRT13,KRT13,exact,annotation_marker,positive,"Results: Identification and Isolation of Epithelial Cell Subtypes, p.3537; Figure 4F; Figure 5E",DEGs of each cluster confirm four epithelial cell types (... and OE2 KRT13+); KRT13+ epithelia co-express KRT5.,0.9167,True,exclude,hillock epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,hillock epithelia (OE2),OE2,human,false,PSCA,PSCA,exact,author_declared,positive,"Results: Single-Cell Sequencing..., p.3534",PSCA was identified as a potential cell surface marker of both OE cell types,0.875,True,exclude,hillock epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,hillock epithelia (OE2),OE2,human,false,AKR1C1,AKR1C1,exact,cluster_enriched,positive,"Results: Anatomical Location..., p.3538",The top genes associated with the KRT13+ cell type are members of the androgen metabolism pathway (AKR1C1 and AKR1C2),0.0,True,exclude,hillock epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,hillock epithelia (OE2),OE2,human,false,AKR1C2,AKR1C2,exact,cluster_enriched,positive,"Results: Anatomical Location..., p.3538",The top genes associated with the KRT13+ cell type are members of the androgen metabolism pathway (AKR1C1 and AKR1C2),0.0,True,exclude,hillock epithelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,endothelia,,human,false,CD200,CD200,exact,annotation_marker,positive,"Results: Single-Cell Sequencing..., p.3534; Discussion, p.3540",CD200 labels 93% of endothelia that CD31 labels; revealed CD200 as a potentially superior marker.,0.7778,True,exclude,endothelia 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,fibroblasts,,human,false,DCN,DCN,exact,figure_labeled,positive,"Figure 3E legend, p.3535","Immunofluorescent labeling of smooth muscle (MYH11), fibroblasts (DCN), and basal epithelia (KRT5).",0.9,True,exclude,fibroblasts 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,fibroblasts,,human,false,FGF2,FGF2,exact,cluster_enriched,positive,"Results: Identification and Isolation of Prostate Stromal Cell Subtypes, p.3535",The putative fibroblast cell type expressed high levels of paracrine signaling factors such as growth factors (FGF2 and FGF7)...,1.0,True,exclude,fibroblasts 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,fibroblasts,,human,false,FGF7,FGF7,exact,cluster_enriched,positive,"Results: Identification and Isolation of Prostate Stromal Cell Subtypes, p.3535",The putative fibroblast cell type expressed high levels of paracrine signaling factors such as growth factors (FGF2 and FGF7)...,1.0,True,exclude,fibroblasts 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,fibroblasts,,human,false,PTGDS,PTGDS,exact,cluster_enriched,positive,"Results: Identification and Isolation of Prostate Stromal Cell Subtypes, p.3535",The putative fibroblast cell type expressed high levels of paracrine signaling factors such as ... prostaglandins (PTGDS and PTGS2)...,1.0,True,exclude,fibroblasts 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,fibroblasts,,human,false,PTGS2,PTGS2,exact,cluster_enriched,positive,"Results: Identification and Isolation of Prostate Stromal Cell Subtypes, p.3535",The putative fibroblast cell type expressed high levels of paracrine signaling factors such as ... prostaglandins (PTGDS and PTGS2)...,1.0,True,exclude,fibroblasts 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,fibroblasts,,human,false,RSPO3,RSPO3,exact,cluster_enriched,positive,"Results: Identification and Isolation of Prostate Stromal Cell Subtypes, p.3535",The putative fibroblast cell type expressed high levels of paracrine signaling factors such as ... WNT pathway regulators (RSPO3 and SFRP2).,0.0,True,exclude,fibroblasts 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,fibroblasts,,human,false,SFRP2,SFRP2,exact,cluster_enriched,positive,"Results: Identification and Isolation of Prostate Stromal Cell Subtypes, p.3535",The putative fibroblast cell type expressed high levels of paracrine signaling factors such as ... WNT pathway regulators (RSPO3 and SFRP2).,0.0,True,exclude,fibroblasts 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,fibroblasts,,human,false,PDPN,PDPN,exact,annotation_marker,positive,"Discussion, p.3540","scRNA-seq also revealed PDPN as a positive marker of fibroblasts, which was used again on optimized FACS gates to confirm 91% purity of PDPN+ fibroblasts.",1.0,True,exclude,fibroblasts 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,fibroblasts,,mouse,false,Gli1,GLI1,exact,reference_imported,positive,"Discussion, p.3540","including a population of interstitial fibroblasts marked by Gli1 (Peng et al., 2013).",1.0,True,exclude,引用小鼠研究数据，物种为 mouse，与任务物种 human 不符；且 fibroblasts 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,smooth muscle,,human,false,MYH11,MYH11,exact,figure_labeled,positive,"Figure 3E legend, p.3535","Immunofluorescent labeling of smooth muscle (MYH11), fibroblasts (DCN), and basal epithelia (KRT5).",0.9,True,exclude,smooth muscle 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,smooth muscle,,human,false,ACTA2,ACTA2,exact,cluster_enriched,positive,"Results: Identification and Isolation of Prostate Stromal Cell Subtypes, p.3535","The putative smooth muscle cluster expressed high levels of actin (ACTA2) and myosin (MYH11, MYL9, and TPM2) genes",0.7857,True,exclude,smooth muscle 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,smooth muscle,,human,false,MYL9,MYL9,exact,cluster_enriched,positive,"Results: Identification and Isolation of Prostate Stromal Cell Subtypes, p.3535","The putative smooth muscle cluster expressed high levels of actin (ACTA2) and myosin (MYH11, MYL9, and TPM2) genes",0.7857,True,exclude,smooth muscle 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,smooth muscle,,human,false,TPM2,TPM2,exact,cluster_enriched,positive,"Results: Identification and Isolation of Prostate Stromal Cell Subtypes, p.3535","The putative smooth muscle cluster expressed high levels of actin (ACTA2) and myosin (MYH11, MYL9, and TPM2) genes",0.0,True,exclude,smooth muscle 非目标范围。
DOI_10.1016_j.celrep.2018.11.086,25,corrected,smooth muscle,,human,false,PDPN,PDPN,exact,annotation_marker,negative,"Discussion, p.3540",93% purity of PDPN- smooth muscle.,0.8,True,exclude,smooth muscle 非目标范围；PDPN 阴性用于门控，极性 negative。
