paper_id,task_no,paper_status,cell_type,subtype,species,in_project_scope,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,citation_match_score,citation_verified,decision,reason
DOI_10.1016_j.stem.2022.11.013,18,unresolved,late-stage tip epithelial cells,alveolar-stage tip (CD44+CD36+),human,false,SLC34A2,SLC34A2,exact,author_declared,positive,"Results, first paragraph","late-stage tip cells co-expressed alveolar lineage markers, such as SFTPC, LAMP3, and SLC34A2",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,late-stage tip epithelial cells,alveolar-stage tip (CD44+CD36+),human,false,SOX9,SOX9,exact,author_declared,positive,"Results, surface-marker paragraph","CD36 is specific to the ≥15–22 pcw stage tips where it is co-expressed with CD44, SFTPC and SOX9",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,late-stage tip epithelial cells,alveolar-stage tip (CD44+CD36+),human,false,SOX2,SOX2,exact,annotation_marker,positive,"Results, first paragraph","17–22 pcw distal tip epithelium contained more cuboidal SOX2+, SOX9+, TPPP3+ cells",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,late-stage tip epithelial cells,alveolar-stage tip (CD44+CD36+),human,false,TPPP3,TPPP3,exact,annotation_marker,positive,"Results, first paragraph","17–22 pcw distal tip epithelium contained more cuboidal SOX2+, SOX9+, TPPP3+ cells",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,late-stage tip epithelial cells,alveolar-stage tip (CD44+CD36+),human,false,HTII-280,HTII-280,non_gene_entity,author_declared,positive,"Results, first paragraph","co-expressed AT2 cell markers, SFTPC, and HTII-280",1.0,True,exclude,HTII-280 为抗体/抗原名而非基因实体；且非目标细胞类型
DOI_10.1016_j.stem.2022.11.013,18,unresolved,stalk cells,tip-adjacent stalk cells,human,false,PDPN,PDPN,exact,annotation_marker,positive,"Results, surface-marker paragraph",SOX9−/PDPN+ tip-adjacent (stalk) cells,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,stalk cells,tip-adjacent stalk cells,human,false,SOX9,SOX9,exact,annotation_marker,negative,"Results, surface-marker paragraph",SOX9−/PDPN+ tip-adjacent (stalk) cells,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；SOX9− 明确用于定义 stalk 细胞，极性为 negative
DOI_10.1016_j.stem.2022.11.013,18,unresolved,airway-lineage cells,airway progenitors,human,false,TP63,TP63,exact,author_declared,positive,"Results, late-tip section","the airway markers, TP63 and SOX2",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,airway-lineage cells,airway progenitors,human,false,SOX2,SOX2,exact,author_declared,positive,"Results, late-tip section","the airway markers, TP63 and SOX2",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,distal airway cells,SCGB3A2+ distal airway regions,human,false,SCGB3A2,SCGB3A2,exact,annotation_marker,positive,"Results, NKX2.1 section",SCGB3A2+ distal airway regions,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,AT2 cells,alveolar type 2 cells,human,false,SFTPC,SFTPC,exact,author_declared,positive,"Results, first paragraph","AT2 cell markers, SFTPC, and HTII-280",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,AT2 cells,alveolar type 2 cells,human,false,HTII-280,HTII-280,non_gene_entity,author_declared,positive,"Results, first paragraph","AT2 cell markers, SFTPC, and HTII-280",1.0,True,exclude,HTII-280 为抗体/抗原名而非基因实体；且非目标细胞类型
DOI_10.1016_j.stem.2022.11.013,18,unresolved,AT2 cells,alveolar type 2 cells,human,false,LAMP3,LAMP3,exact,author_declared,positive,"Results, AT2 differentiation section","AT2-specific LAMP3, HOPX, and ACE2 proteins increased",0.8333,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,AT2 cells,alveolar type 2 cells,human,false,HOPX,HOPX,exact,author_declared,positive,"Results, AT2 differentiation section","AT2-specific LAMP3, HOPX, and ACE2 proteins increased",0.8333,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,AT2 cells,alveolar type 2 cells,human,false,ACE2,ACE2,exact,author_declared,positive,"Results, AT2 differentiation section","AT2-specific LAMP3, HOPX, and ACE2 proteins increased",0.8333,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,AT2 cells,alveolar type 2 cells,human,false,SLC34A2,SLC34A2,exact,figure_labeled,positive,Figure 3D legend,"AT2 lineage markers, SFTPC, HOPX, SLC34A2",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,AT2 cells,alveolar type 2 cells,human,false,SCL34A2,SLC34A2,alias_resolved,author_declared,positive,"Results, NKX2.1 section","other AT2 markers including SCL34A2, LAMP3, CEBPD, HOPX, and AXIN2",1.0,True,exclude,原文 SCL34A2 为 SLC34A2 的拼写错误；且非目标细胞类型
DOI_10.1016_j.stem.2022.11.013,18,unresolved,AT2 cells,alveolar type 2 cells,human,false,CEBPD,CEBPD,exact,author_declared,positive,"Results, NKX2.1 section","other AT2 markers including SCL34A2, LAMP3, CEBPD, HOPX, and AXIN2",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,AT2 cells,alveolar type 2 cells,human,false,AXIN2,AXIN2,exact,author_declared,positive,"Results, NKX2.1 section","other AT2 markers including SCL34A2, LAMP3, CEBPD, HOPX, and AXIN2",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,AT1 cells,differentiating AT1 cells,human,false,NKX2.1,NKX2-1,alias_resolved,annotation_marker,positive,"Results, NOTUM section","NKX2.1+, SPOCK2+ differentiating AT1 cells emerged at the SFTPC− stalk regions",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,AT1 cells,differentiating AT1 cells,human,false,SPOCK2,SPOCK2,exact,annotation_marker,positive,"Results, NOTUM section","NKX2.1+, SPOCK2+ differentiating AT1 cells emerged at the SFTPC− stalk regions",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,basal cells,basal-like cells,human,false,TP63/P63,TP63,alias_resolved,author_declared,positive,"Results, NKX2.1 section","basal cell markers TP63/P63, KRT5, and NGFR",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,basal cells,basal-like cells,human,false,KRT5,KRT5,exact,author_declared,positive,"Results, NKX2.1 section","basal cell markers TP63/P63, KRT5, and NGFR",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,basal cells,basal-like cells,human,false,NGFR,NGFR,exact,author_declared,positive,"Results, NKX2.1 section","basal cell markers TP63/P63, KRT5, and NGFR",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,myofibroblasts,NOTUM+ myofibroblasts (PDGFRA+CD141+),human,false,PDGFRA,PDGFRA,exact,annotation_marker,positive,"Results, NOTUM section","PDGFRA+CD141+ myofibroblasts express high levels of ACTA2, NOTUM, and LEF1",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,myofibroblasts,NOTUM+ myofibroblasts (PDGFRA+CD141+),human,false,CD141,THBD,alias_resolved,annotation_marker,positive,"Results, NOTUM section","PDGFRA+CD141+ myofibroblasts express high levels of ACTA2, NOTUM, and LEF1",1.0,True,exclude,CD141 为 THBD 的别名；非目标细胞类型
DOI_10.1016_j.stem.2022.11.013,18,unresolved,myofibroblasts,NOTUM+ myofibroblasts (PDGFRA+CD141+),human,false,ACTA2,ACTA2,exact,figure_labeled,positive,Figure 4M legend,ACTA2+NOTUM+ myofibroblasts and SFTPC+ tip epithelium,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,myofibroblasts,NOTUM+ myofibroblasts (PDGFRA+CD141+),human,false,NOTUM,NOTUM,exact,figure_labeled,positive,Figure 4M legend,ACTA2+NOTUM+ myofibroblasts and SFTPC+ tip epithelium,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,myofibroblasts,NOTUM+ myofibroblasts (PDGFRA+CD141+),human,false,LEF1,LEF1,exact,cluster_enriched,positive,"Results, NOTUM section","express high levels of ACTA2, NOTUM, and LEF1",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,alveolar fibroblasts,PDGFRA−CD141− fibroblasts,human,false,PDGFRA,PDGFRA,exact,annotation_marker,negative,"Results, NOTUM section",PDGFRA−CD141− fibroblasts express high levels of WNT2 and FGFR4,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；PDGFRA− 明确用于定义肺泡成纤维细胞
DOI_10.1016_j.stem.2022.11.013,18,unresolved,alveolar fibroblasts,PDGFRA−CD141− fibroblasts,human,false,CD141,THBD,alias_resolved,annotation_marker,negative,"Results, NOTUM section",PDGFRA−CD141− fibroblasts express high levels of WNT2 and FGFR4,1.0,True,exclude,CD141 为 THBD 的别名；非目标细胞类型；CD141− 明确用于定义肺泡成纤维细胞
DOI_10.1016_j.stem.2022.11.013,18,unresolved,alveolar fibroblasts,PDGFRA−CD141− fibroblasts,human,false,WNT2,WNT2,exact,cluster_enriched,positive,"Results, NOTUM section",express high levels of WNT2 and FGFR4,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,alveolar fibroblasts,PDGFRA−CD141− fibroblasts,human,false,FGFR4,FGFR4,exact,cluster_enriched,positive,"Results, NOTUM section",express high levels of WNT2 and FGFR4,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,CD44+CD36− cells,stalk-like cells,human,false,CD44,CD44,exact,annotation_marker,positive,"Results, late-tip section",the CD44+CD36− cells had the highest level of SOX9 and a moderate level of SOX2,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,CD44+CD36− cells,stalk-like cells,human,false,CD36,CD36,exact,annotation_marker,negative,"Results, late-tip section",the CD44+CD36− cells had the highest level of SOX9 and a moderate level of SOX2,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；CD36− 明确用于定义该亚群
DOI_10.1016_j.stem.2022.11.013,18,unresolved,CD44+CD36− cells,stalk-like cells,human,false,SOX9,SOX9,exact,cluster_enriched,positive,"Results, late-tip section",the CD44+CD36− cells had the highest level of SOX9 and a moderate level of SOX2,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,CD44+CD36− cells,stalk-like cells,human,false,SOX2,SOX2,exact,cluster_enriched,positive,"Results, late-tip section",the CD44+CD36− cells had the highest level of SOX9 and a moderate level of SOX2,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,CD44−CD36− cells,airway-lineage cells,human,false,CD44,CD44,exact,annotation_marker,negative,"Results, late-tip section",CD44−CD36− cells had the highest levels of airway markers TP63 and SOX2,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；CD44− 明确用于定义该亚群
DOI_10.1016_j.stem.2022.11.013,18,unresolved,CD44−CD36− cells,airway-lineage cells,human,false,CD36,CD36,exact,annotation_marker,negative,"Results, late-tip section",CD44−CD36− cells had the highest levels of airway markers TP63 and SOX2,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；CD36− 明确用于定义该亚群
DOI_10.1016_j.stem.2022.11.013,18,unresolved,CD44−CD36− cells,airway-lineage cells,human,false,TP63,TP63,exact,author_declared,positive,"Results, late-tip section",airway markers TP63 and SOX2,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,CD44−CD36− cells,airway-lineage cells,human,false,SOX2,SOX2,exact,author_declared,positive,"Results, late-tip section",airway markers TP63 and SOX2,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Tip epithelium,,human,false,CD44,CD44,exact,annotation_marker,positive,Main text; STAR Methods - Isolation of tip epithelial cells,"Our LinPOS organoids are derived from the CD44+,CD36+17-21pcw tips. For isolation of CD44+, or CD44+CD36+, tip epithelium directly from the distal lung tissues ... EPCAM+ epithelial cells were sorted by CD44 and/or CD36 expression by FACS.",0.95,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；CD44/CD36 用于分选门控
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Tip epithelium,,human,false,CD36,CD36,exact,annotation_marker,positive,Main text; STAR Methods - Isolation of tip epithelial cells,"Our LinPOS organoids are derived from the CD44+,CD36+17-21pcw tips. For isolation of CD44+, or CD44+CD36+, tip epithelium directly from the distal lung tissues ... EPCAM+ epithelial cells were sorted by CD44 and/or CD36 expression by FACS.",0.95,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；CD44/CD36 用于分选门控
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Tip epithelium,,human,false,E-cadherin,CDH1,alias_resolved,figure_labeled,positive,Figure S1D legend,"Tip epithelium (arrowheads) is marked by E-cadherin, SFTPC, HTII-280, and SOX9.",1.0,True,exclude,E-cadherin 为 CDH1 的蛋白别名；非目标细胞类型
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Tip epithelium,,human,false,SFTPC,SFTPC,exact,figure_labeled,positive,Figure S1D legend,"Tip epithelium (arrowheads) is marked by E-cadherin, SFTPC, HTII-280, and SOX9.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Tip epithelium,,human,false,HTII-280,HTII-280,non_gene_entity,figure_labeled,positive,Figure S1D legend,"Tip epithelium (arrowheads) is marked by E-cadherin, SFTPC, HTII-280, and SOX9.",1.0,True,exclude,HTII-280 为抗体/抗原名而非基因实体；且非目标细胞类型
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Tip epithelium,,human,false,SOX9,SOX9,exact,figure_labeled,positive,Figure S1D legend,"Tip epithelium (arrowheads) is marked by E-cadherin, SFTPC, HTII-280, and SOX9.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Tip epithelium,,human,false,PDPN,PDPN,exact,annotation_marker,negative,Figure S1F legend,"Stained for CD36, E-cadherin and PDPN ... Arrowheads indicate CD36+PDPN- tips.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；PDPN− 明确用于定义 CD36+ 尖端
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Early-stage tip epithelium,,human,false,SOX9,SOX9,exact,model_inferred,positive,Figure S1E legend,"The early-stage tip epithelium at 10 pcw expresses SOX9 and TPPP3, and gains the expression of the alveolar lineage marker, SFTPC, at late stages.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；且仅为表达推断
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Early-stage tip epithelium,,human,false,TPPP3,TPPP3,exact,model_inferred,positive,Figure S1E legend,"The early-stage tip epithelium at 10 pcw expresses SOX9 and TPPP3, and gains the expression of the alveolar lineage marker, SFTPC, at late stages.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；且仅为表达推断
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Fetal AT2 cells,,human,false,SFTPC,SFTPC,exact,figure_labeled,positive,Figure S5O/P legend,"SFTPC, green, AT2 cell marker. The fetal AT2 cells are located at the stalk regions, next to the fetal AT1 cells.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Fetal AT2 cells,,human,false,SOX9,SOX9,exact,annotation_marker,negative,Figure S1E legend,"The SFTPC+ stalk cells (hereafter, fetal AT2 cells) at 15 and 19 pcw lack SOX9 and TPPP3 expression (SOX9-TPPP3-SFTPC+).",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；SOX9− 明确用于定义胎儿 AT2 细胞
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Fetal AT2 cells,,human,false,TPPP3,TPPP3,exact,annotation_marker,negative,Figure S1E legend,"The SFTPC+ stalk cells (hereafter, fetal AT2 cells) at 15 and 19 pcw lack SOX9 and TPPP3 expression (SOX9-TPPP3-SFTPC+).",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；TPPP3− 明确用于定义胎儿 AT2 细胞
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Fetal AT1 cells,,human,false,SPOCK2,SPOCK2,exact,figure_labeled,positive,Figure S5O/P legend,"SPOCK2, red, AT1 cell marker; SFTPC, green, AT2 cell marker; white, NKX2.1, lung epithelial cell marker.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Fetal AT1 cells,,human,false,SFTPC,SFTPC,exact,figure_labeled,negative,Figure S5O/P legend,"SFTPC-/SPOCK2+ stalk cells (hereafter, fetal AT1 cells) ... SFTPC, green, AT2 cell marker.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；SFTPC− 明确用于定义胎儿 AT1 细胞
DOI_10.1016_j.stem.2022.11.013,18,unresolved,LinPOS organoids,,human,false,SFTPC,SFTPC,exact,figure_labeled,positive,Figure S2A/B legend,"showing the alveolar lineage markers, SFTPC, HTII-280 (A) and LAMP3 (B, lower panel) were expressed in the LinPOS organoids, but not in the LinNEG organoids.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,LinPOS organoids,,human,false,HTII-280,HTII-280,non_gene_entity,figure_labeled,positive,Figure S2A/B legend,"showing the alveolar lineage markers, SFTPC, HTII-280 (A) and LAMP3 (B, lower panel) were expressed in the LinPOS organoids, but not in the LinNEG organoids.",1.0,True,exclude,HTII-280 为抗体/抗原名而非基因实体；且非目标细胞类型
DOI_10.1016_j.stem.2022.11.013,18,unresolved,LinPOS organoids,,human,false,LAMP3,LAMP3,exact,figure_labeled,positive,Figure S2A/B legend,"showing the alveolar lineage markers, SFTPC, HTII-280 (A) and LAMP3 (B, lower panel) were expressed in the LinPOS organoids, but not in the LinNEG organoids.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Myofibroblasts,,human,false,NOTUM,NOTUM,exact,annotation_marker,positive,Figure S5N legend,"Time course analysis of NOTUM+ myofibroblasts, SCGB3A2+ terminal airway cells, and SFTPC+ tip and stalk cells from early (11 pcw) to late stages.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Myofibroblasts,,human,false,ACTA2,ACTA2,exact,annotation_marker,positive,Figure S5M legend,Summary diagram showing the spatial regulation of Wnt signalling mediated by ACTA2+PDGFRa+CD141+ myofibroblasts in the distal regions of human lung tissues during the late-stage.,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Myofibroblasts,,human,false,PDGFRa,PDGFRA,alias_resolved,annotation_marker,positive,Figure S5M legend,ACTA2+PDGFRa+CD141+ myofibroblasts,1.0,True,exclude,PDGFRa 为 PDGFRA 的蛋白别名；非目标细胞类型
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Myofibroblasts,,human,false,CD141,THBD,alias_resolved,annotation_marker,positive,Figure S5M legend,ACTA2+PDGFRa+CD141+ myofibroblasts,1.0,True,exclude,CD141 为 THBD 的别名；非目标细胞类型
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Alveolar fibroblasts,,human,false,WNT2,WNT2,exact,figure_labeled,positive,Figure S5E legend,"WNT2, alveolar fibroblasts, white; NOTUM, myofibroblasts, red; CD44, tip epithelium, green.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Alveolar fibroblasts,,human,false,PDGFRA,PDGFRA,exact,annotation_marker,negative,STAR Methods - In vitro coculture experiments,freshly sorted 2x105 PDGFRA+CD141+ myofibroblasts or PDGFRA-CD141- fibroblasts were mixed with SFTPC-eGFP+ LinPOS organoids...,1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；PDGFRA− 明确用于分选肺泡成纤维细胞
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Alveolar fibroblasts,,human,false,CD141,THBD,alias_resolved,annotation_marker,negative,STAR Methods - In vitro coculture experiments,freshly sorted 2x105 PDGFRA+CD141+ myofibroblasts or PDGFRA-CD141- fibroblasts were mixed with SFTPC-eGFP+ LinPOS organoids...,1.0,True,exclude,CD141 为 THBD 的别名；非目标细胞类型；CD141− 明确用于分选肺泡成纤维细胞
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Terminal airway cells,,human,false,SCGB3A2,SCGB3A2,exact,annotation_marker,positive,Figure S5N legend,"Time course analysis of NOTUM+ myofibroblasts, SCGB3A2+ terminal airway cells, and SFTPC+ tip and stalk cells from early (11 pcw) to late stages.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Airway epithelium,,human,false,SOX2,SOX2,exact,annotation_marker,positive,Figure S1D legend,"SOX2, airway epithelium (C). DAPI, nuclei.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
DOI_10.1016_j.stem.2022.11.013,18,unresolved,Lung epithelial cells,,human,false,NKX2.1,NKX2-1,alias_resolved,figure_labeled,positive,Figure S5O/P legend,"SPOCK2, red, AT1 cell marker; SFTPC, green, AT2 cell marker; white, NKX2.1, lung epithelial cell marker.",1.0,True,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围
